name,rating,text,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,stars
Peter Paul Ayson,,"We got wat we expected. After a week or about 20 straight vietnamese meals, we wanted chicken and burgers and fries and that waa wat we were given. Rating should be a 2 or 3 stars as it is a normal standard mcdonalda but because of our cravinga for familiar food, ita a 4!",,,,4
Clack Nguyễn (Tùng Bách Aka Clack Ng),,"Clean,fresh",,,,5
Inga Brukštuvienė,,Super,,,,5
Mạnh Tùng,,Good,,,,5
Nguyễn “phuc0822” Minh Phúc,,"Ngon, có ưu đãi.",,,,5
Động sản VP-HN-TB-YB Bất,,Đẹp,,,,5
Trung Dung Nguyen,,Good,,,,4
Le Hoa,,Goof,,,,5
Phuong Quoc Nhat Pham,,"Crowdy as always since it is the first and only McDonald's in Hanoi as of 2018. Huge shortage of cleaning staff so it quickly get messy after people drop soft drinks and food on the floor.
Menu and food are decent as in any McDonald's around the world. Friendly staff but not enough of them on cleaning duty. Lack of manager presence to supervise and to support other operations.",,,,3
Eun Ok Lee,,"맥도날드1호점..
호안끼엠까지 가야만 먹을 수 있다는게 아쉽다..
손님이 엄청 많음..대기 시간이 길어.
엄청 복잡함",,,,5
Melchor Pena,,Nice coffee place,,,,5
Aaron Mejia (Flame Fingers),,"People said McDonald's would not be popular here, I'm glad that they have proven people wrong.
Very friendly staff who speak Vietnamese and English
It's packed on the weekends so plan accordingly",,,,4
Charmane Caldwell,,OKAY,,,,3
MC FASHION - THỜI TRANG CÔNG SỞ NỮ,,Good service,,,,4
Toàn Trần Văn,,"I prefer multiple choice for sauces here,  cleaner than Vietnam KFC, hamburger is good but not excellent.",,,,4
Quang Tiger,,Tot,,,,5
Hoàng Trúc Thủy Cao (Toyota Channel),,"Vị trí trung tâm,nhiều người nước ngoài,phù hợp với các bạn muốn luyện tập ngoại ngữ",,,,5
Konan chan,,Cửa hàng đông nhưng phục vụ nhanh. Nhân viên thân thiện,,,,5
Loan Huỳnh Phương,,Phù hợp ăn nhanh,,,,3
DungH2O Nguyen,,Ok,,,,3
Kim Ngoc Thai,,Điềm Mc Donal duy nhất tại Hà Nội,,,,5
Dưỡng Nguyễn Quý,,Đồ ăn ngon,,,,5
Huy Luc,,Rất ngon mỗi tội hơi max tý 😅,,,,4
Phạm Đức Huy,,Đồ ăn ngon,,,,5
Ivan Granić,,Typical McDonald's,,,,4
Tam Le,,Very good place,,,,5
Andy Lee,,"It's a McDonald's. There's not much to say about it. They had a good range of sauces on offer though and the seating there was lots of. It's situated in quite a nice place.

There's a bit of a small area when you are waiting for your food to be prepared but you don't wait long so it's not a huge worry.

I'm surprised if anyone reads this as it's literally a review about McDonald's.",,,,4
Hiền Phan Thị,,Tốt,,,,5
서지연,,맛난 맥날 드시러 꼭 가보시길. ^^,,,,5
Nam Trai Tb,,Tôtf,,,,3
Sirin Ins,,Near.lake,,,,4
Putous 2018,,Đồ ăn được,,,,3
Nguyen Son,,Ngon,,,,5
hiroyoki Mr.,,Delicious food,,,,5
Huyen Anh Nguyen,,Cảm thấy ko ngon bằng các hãng fast food khác.,,,,5
chan henry,,we can finding fast food here after you visit and walking around this area,,,,4
Lê Đức Anh,,Gọi đồ méo cả mồm. Chắc tao quê.,,,,4
強哥,,好吃,,,,5
thu huyen pham,,"Ngon, giá mềm hơn nước ngoài",,,,5
Sanyog Lamsal,,No vegetarian food available.,,,,3
Ats N,,"土曜 昼前に入店。大混雑でイートインは座席の確保に苦労します。味はマッククオリティですが、日本で食べた方がまだ美味しい。
ほどほどには安く、安心して食べられるのが最大のメリット。",,,,2
Xuan Anh Nguyen,,"Ăn 2 lần đều gặp có 1 món nào đó được nêm rất mặn, lúc thì gà, lúc thì humburger, nước sốt thì tuyệt nhất, có nhiều vị để lựa chọn, luôn có nhiều ưu đãi để lựa chọn.
Thanks các bạn!",,,,4
전준호,,치킨이 맛있어요,,,,5
HOÀNG KIM MEDIA,,So good,,,,5
Kiyomi Maeda,,アイスコーヒーが予想以上においしい。日本のマクドナルドのコーヒーとは全く違う、ベトナムコーヒーのアイスコーヒーです。2階の一部の席からはホアンキエム湖が見えてゆっくり休憩できます。,,,,4
K T,,good to have this kind of junk here after you had pho and bun for 2 month.,,,,5
Majd Shaheen,,Good,,,,5
SANGHOON Lee,,이정도면 훌륭하다.,,,,5
Dam nhuhoa,,"Only Macdonald in city. Center lication, very close to old streets of Hanoi. Open everyday from 7am till midnight but 2nd floor only openned after 10am. Downstair not many tables.",,,,3
정세,,그럭저럭,,,,3
24h Gimbal,,"Hồi trước ở Việt Nam thấy đồ ăn của Mc best luôn ấy. Thế mà đi nước ngoài về trải nghiệm thấy các cửa hàng của Mc bên đó họ làm đồ ăn max ngon với phục vụ max chuyên nghiệp hơn ở mình nhiều. Bỗng thấy sự bất công nhẹ và không còn hài lòng với Mc ở Việt Nam nữa (or maybe wrong place, wrong people ((:)",,,,2
Thienooo Vuduy,,Rất ngon,,,,3
Dũng Nguyễn,,"This place has the good fast-food, they have many kind of sauce that interested me!!!",,,,4
Aleksei Gordeev,,Кроме бургеров есть ещё и диковинка- блюда с рисом-очень понравилось! Кстати соусы непорционные и бесплатные. Макдак рулит!,,,,5
Thái Dương Trần,,Ngon nhưng giá đắt quá,,,,4
Rutvik Patel,,Nothing is vegetarian except french fries and soft drinks,,,,1
Chris Handley,,"Friendly staff, good western food and reasonably priced (though expensive by Vietnam standards.) Come for the free WiFi, stay for the... free WiFi",,,,5
Anh Nguyễn,,Tuyệt,,,,5
藍士信,,便宜地點方便,,,,4
netshare club,,食物裝盒有點隨便，味道與台灣差不多,,,,3
S Woo Kim,,Chơ tốt,,,,4
S M,,トイレが綺麗なのでトイレ休憩に使えます。,,,,4
Bích Vân Đỗ,,"Ăn cũng đuợc
Giá hợp lý hơn kfc và lotteria",,,,4
Devesh Kara,,Love the sauce selection!,,,,5
Ngọc Phạm Quang,,Duy nhất ở Hà Nội,,,,3
Huyền Nguyễn thu,,"Đồ ăn ngon, không gian đẹp.",,,,4
Decosama Abura,,"Great, just like in any other country. But this is the only one in Hanoi, and for that is really crowded.",,,,4
Andy Yates,,Fast service and even a clean bathroom--what every McDonald's should aspire to!,,,,5
Hiếu Nguyễn,,Toàn bọn tây ba lô,,,,5
Takashi Yoshizumi,,ゆっくり食べれました。,,,,4
mr식객,,기다렸던 맥도날드 하노이 입점!!! 박닌에도 생겨 주세요,,,,5
한혜민,,주말에 가면 발 디딜 틈도 없음..,,,,1
lorena dominguez,,Super rápido...más de lo normal. Saben muy bien inglés.,,,,4
Asif Sayed,,Very good service,,,,4
권윤진,,맥도날드에서 베트남식 커피 드셔보세요~~,,,,4
dean basson,,Plastic food,,,,1
Mai Vũ,,"chỉ là đồ chấm ngon nên mình thấy ăn gà ngon hơn hẳn, còn gà rán thì ăn chỗ nào cũng như nhau!",,,,5
Nguyễn Hải Bằng,,Quá đông và chậm,,,,3
吳承霖,,白飯上淋的醬汁相當甜，吃的不是很習慣，但廁所算是整潔，在熱鬧的湖畔旁可以喘口氣的地方👌,,,,4
Lê Nguyễn Thái Sơn,,Tốt,,,,5
Green Hadong,,"Đồ ăn đắt và không ngon, đông chen chúc nhau.",,,,2
Peter Mitchell,,"The same as McDonald's anywhere, reliable and reasonable food. Hot bacon and egg McMuffin cooked exactly as it always is, good service and a clean cool environment in a dusty hot Hanoi morning. Thanks to the staff for doing everything correctly",,,,4
올리브,,하노이 유일의 맥도날드. 줄이 길다,,,,3
Abdullahi Rowland,,Greatest place of all Hanoi!,,,,5
Văn Phúc Mai,,Tuyệt vời,,,,5
Tùng Trần,,"Nv thân thiện, lịch sự",,,,5
Hien Pham,,"Bánh rất nguội , nguyên liệu rời rạc mỗi nơi 1 thứ. khi mở bánh ra nước sốt chảy tùm lum khắp hộp, rau và thịt bị xô lệch. Khoai tây thì nguội lạnh dù trước đó đã oder vs nhân viên là khoai tây mới chiên. Không hỏi khách hàng lấy size lớn hay size nhỏ mà mặc định lấy size lớn cho khách. Một nhân vien nữ giao đồ cho khách không thân thiện . Khăn giấy không có sẵn , rất phiền khi phải nhờ nhân viên lấy dùm
悪い👎",,,,1
施致隆,,讚...口味一樣沒變。,,,,4
Mahdi Barati,,This place was amazing,,,,5
Bradley Witham,,"Can’t resist seeing what’s available in other countries
Wasn’t disappointed",,,,5
Mike Hennessey,,"The filthiest McDonald's I have ever seen! Downstairs was bad, but upstairs was terrible. The floor was a veritable oily skating rink, the toilets were filthy, and we got there early in the day so I dread to think how bad it would have been later.  However, the food was as expected!",,,,3
ㄱㅎㅂ,,미제 햄버거 맥 도날드... 하지만 위생은 베트남 맥 도날드.,,,,3
Tim Sutton,,"It's MacDonalds, not much to say apart from half the cost of UK and better veg, also get a can of coke not pump stuff. Burger, fries and coke was £2.50.",,,,4
Bilesh Ladva,,But impressed by the service,,,,2
Sergii Bulgakov,,"Хороший мак. Были в разных странах: этот один из самых ярких. Чисто, все убрано. Есть паркинг для мотоциклов. Мясо в бургерах одно из самых лучших. Нет изжоги",,,,5
Trinh Thi Thu Huong,,Great Taste !,,,,5
Thanh Dang,,Ko dc như ở các nước khác,,,,4
Hiếu Triệu,,Yup,,,,4
Bien Tran,,Đông. Quá đông. Very đông nên phục vụ chậm,,,,5
Nguyen Van Quyen,,Good location!,,,,3
Nam Duong Doan,,Breakfast meal bị nghèo nàn,,,,4
Иван Корчагин,,"Good view from the second floor. Tasty file-o-fish. But a bit noisy - a lot of people, wating for their orders. But cooking and serving is fast. By the way, toys from happy meals doesn't sold separately. All well known goods. And variety of fried chicken in menu.Maccofee is in the next room.",,,,5
Nguyen Phuong Ha,,"Nice, quick, service. Great combos, will come back to try others.",,,,4
좋은날chan,,"화장실 이용에도 1천동 요금이 있음......

이용객은
외국인 보다 현지인이 더 많음...",,,,5
Manny Floyd,,"So nice getting a break from bun me, friend noodles, noodle soup, and rice!",,,,4
Raymundo Atienza,,Great location in Hanoi.,,,,4
Eran Amram,,Clean. Very quick. Avalable restroom. For fast food its recomended,,,,5
Sheikh Taslim Ali,,When you tired by roaming ....,,,,4
abu raseel,,ماك الي انتم خابرين,,,,4
Quỳnh Nga,,"Không gian ở trong nc thì có thể nói là rộng rãi sạch sẽ nhưng nhỏ hơn ở nươcs ngoài, theo như mình so sánh 2 bên trong nước và ngoài nước thì miếng thịt gà bé và ít hơn nhiều so với ở nước ngoài, cá nhân mình thì thấy ngon hơn ăn ở KFC và Lotteria. Một điểm cộng mình thích là không gian rất hiện đại và phương tây. Khuyến khích mn đến đó ăn thử. Quay lại không: có tôi chắc chắc sẽ quay lại, thường xuyên quay lại ( fan cuồng gà rán đây🍗🍗🍗🍗🍗🍕🍕🍕🍕🍕❤️❤️❤️❤️❤️",,,,5
Farah Bella,,After eating so much of Vietnamese food it’s always good to stuff yourself with good old Mcdonalds hahhaha. I was really happy when i found out there was a new one open at the Old Quarters of Hanoi. Yummm!,,,,5
Kevin,,"Đồ ăn ngon, phong cách làm việc hiện đai. Tuy nhiên không gian hơi ồn ào",,,,5
오기훈,,한국과 다를게없,,,,3
홍길동,,So so,,,,3
Martin Rich,,It's a McDonald's... but only one in Hanoi :) This one got really good selection of ketchups and sauces and clean place. It's like something special instead of low level in western countries. So if you wanna get yourself a Big Mac...,,,,4
红大猪,,"Staff being polite and speak English.
The whole restaurant is clean and tidy but with huge amounts of customers come and go, staff are always busy here.",,,,5
Corrado Prever,,"The last place you should go in hanoi
....  there is so much good food no need mcd",,,,1
Truyện Ngôn Tình Lovestory Audio Truyện Ngôn Tình,,Ngon bá cháy ko còn ji để phàn nàn hết.,,,,5
Thang Nguyen,,Bất tiện chỗ để xe,,,,4
Hải Yến,,Ngon giá ok,,,,5
Quỳnh Trần,,"Lâu, đông",,,,3
huong nguyen,,Đồ ăn ok. Nhưng đông nên hơi lộn xộn. Khó tìm đc chỗ ngồi vào ngày cuối tuần.,,,,5
박성재,,"하노이에 맥도날드 여기 하나뿐이라서 사람 너무 많고 시끄러워 난리도 아니에요.
애기들 와서 뛰어놀도 하니 참고하세요.",,,,3
보람,,"맥너겟 소스가 여러개가 배치 되어있어 셀프로 가져와서 먹으면 됨
여기와 다를거 없는 맥도날드
맥윙은 ㅂㄹ",,,,3
So Manjun,,這間麥當勞有麥咖啡。,,,,5
Trọng Đặng Quang,,Thú vị!!!!!,,,,5
Daniel V,,Good fastfood,,,,5
Mạnh Chiến Nguyễn,,"Không có chỗ đỗ xe, khách phải đi gửi xe chỗ khác.",,,,4
Keima Katsuragi,,"Không hợp khẩu vị, đông vl",,,,3
Cihan Çavuş,,the only McDonald's in Hanoi city.,,,,4
Thu Muoi,,Poor and not coming back,,,,2
Nguyen Hoanh,,"Ngon, rất đông nên chờ rất lâu. Nhìn hơi nản. Suất ăn khá vừa miệng và giá khá ok. Nhân vien cũng nhiệt tình, trẻ trung. Phục vụ nhanh. Cho trẻ con thì bạn có thể mua suất Happy Meal 60k 1 suất. Trong suất thì có 1 cái burger hoặc 4 miếng gà nugget, 1 set khoai tây chiên, đồ uống tự chọn và 1 món đồ chơi. Bên cạnh cũng có Mc Cafe nên bạn có thể order đồ uống.",,,,5
vvann,,Kem ngọt qá,,,,5
Nc To,,Ngon,,,,5
이태희,,주말엔 피하기를. 하노이 유일한 맥도날드라 사람이 차고 넘침....,,,,4
Tùng Bùi Thanh,,"Đồ ăn ngon, phục vụ chuyên nghiệp. Tuy nhiên quán hơi bé mà lúc nào cũng đông khách nên nhiều lúc chờ rất lâu.",,,,4
Irina Chibisova,,"It's the greatest cheap place for not so bad European hot coffee. The menu is usual for Asian McDonald's.
Unfortunately, the matcha latte contains sugar and they can't separate it. At least they still have good unsalty french fries, and beef cutlets and salad.
The staff are polite, friendly, and speak english.
The place is as clean as it could be with vietnamese habit to make a mess, drop and leave a lot of litter at any cafe. The staff cleaning the place the whole day through.
One time we came too late for hot latte (around 11pm), staff already cleaned and closed the mccafe department with coffee machine.",,,,4
Just Minx,,Food is prety good,,,,4
Théotime Pinchart,,Desgusting,,,,2
Minh Trung Nguyễn Kiếm,,Kay,,,,5
Hai Bui,,Đồ ngon nhưng giá so vs món ăn việt nam khá cao. Foods is delicious but much more expensive than Vietnamese's,,,,5
Indro Laksono,,Same old uncle mcdonald,,,,5
Thanh Vu,,Không thấy sự khác biệt,,,,3
Cty Môi Trường Nhiệt Đới,,"Vị trí đắc địa nên quá đông, món ăn cũng tương tự KFC, lotte",,,,2
jo fa,,Para descansar de comida vietnamita,,,,4
Viet Hoang Do,,Great overall except being too crowded and messy at peak times,,,,4
thuy bich,,"Đồ ăn cũng đc, không gian và người bán hàng mình ko thích lắm!",,,,3
Hảo Bùi,,Tuyệt vời,,,,5
Anh Nguyen,,Đồ ăn không quá khác biệt so với Lotteria hay KFC. Giá hơi đắt và hiện rất đông khách,,,,4
Sanghoon Oh,,한국과 같은맛,,,,4
