Name,Review,Stars,Translated Review,Language,Sentiment
martin clyton,Very bad.... open at 7am nothing ready... change the manager. At 7.01 I ordered by 7.15am I ask for my order. They asked me to wait 10 mins more! Omg!!! When you open at 7am you need to be ready at 7am. Not open at 7am and nothing is ready... very Angry 😠 😡,1,"Rất tệ.... mở cửa lúc 7 giờ sáng, chưa có gì sẵn sàng... đổi quản lý. Lúc 7h01 tôi đặt hàng trước 7h15 sáng, tôi yêu cầu đặt hàng. Họ yêu cầu tôi đợi thêm 10 phút nữa! Chúa ơi!!! Khi bạn mở cửa lúc 7 giờ sáng, bạn cần sẵn sàng lúc 7 giờ sáng. Không mở cửa lúc 7 giờ sáng và chưa có gì sẵn sàng... rất tức giận 😠 😡",en,Negative
Hiên Nguyễn Công,Good,5,Tốt,en,Positive
Hoa Lê,Good,5,Tốt,en,Positive
HOA NGUYEN,Good,5,Tốt,en,Positive
Thái Nam Đặng,Good,5,Tốt,en,Positive
Rayne Vũ,Good,5,Tốt,en,Positive
Nghĩa Minh,Tuyệt Vời,5,Tuyệt Vời,vi,Positive
Izabela Maria,"Standard McDonald, nothing bad to say. They keeping this place clean. Some people are speaking english",5,"McDonald tiêu chuẩn, không có gì xấu để nói. Họ giữ nơi này sạch sẽ. Một số người đang nói tiếng Anh",en,Positive
Văn Tú Nguyễn,Ok,5,Được rồi,en,Positive
Thanh Phan Thị,"View đẹp, nhìn ra Tràng Tiền, Hồ Gươm. Máy order tự động, nhanh gọn lẹ.",5,"View đẹp, nhìn ra Tràng Tiền, Hồ Gươm. Máy order tự động, nhanh gọn lẹ.",vi,Positive
du minhphAT,Để khách chờ đợi lâu,1,Để khách chờ đợi lâu,vi,Negative
Tâm Đặng Mai,"Ấn tượng về cái máy order đồ ăn, lần đầu mình ăn ở đây, 1 suất ăn bé hơn so với kfc và lotteria giá cao hơn chút, đồ ăn ok nhé",4,"Ấn tượng về cái máy order đồ ăn, lần đầu mình ăn ở đây, 1 suất ăn bé hơn so với kfc và lotteria giá cao hơn chút, đồ ăn ok nhé",vi,Positive
RICK HUNTER,"Évitez le mercredi, vous comprendrez pourquoi 😁",3,"Tránh thứ Tư, bạn sẽ hiểu tại sao 😁",fr,Neutral
nkchi,"Đồ ăn nhanh. Ăn cũng ngon. Phục vụ chạm, chưa tốt. Nhưng khu rửa tay rất tệ. Lần nào tôi đến cũng thấy nước ướt nhẹp cả sàn. Vòi cảm ứng chắc lắp lâu quá rồi nên mãi mới cảm ứng được. Bồn rửa hơi cao, vòi rửa hơi sâu so với tầm với của các bạn nhỏ dưới 10 tuổi.",3,"Đồ ăn nhanh. Ăn cũng ngon. Phục vụ chạm, chưa tốt. Nhưng khu rửa tay rất tệ. Lần nào tôi đến cũng thấy nước ướt nhẹp cả sàn. Vòi cảm ứng chắc lắp lâu quá rồi nên mãi mới cảm ứng được. Bồn rửa hơi cao, vòi rửa hơi sâu so với tầm với của các bạn nhỏ dưới 10 tuổi.",vi,Neutral
Hoang Nguyen Van,"Đông vào cuối tuần, nhân viên tư vấn vị cay cho cả trẻ em, đồ ăn cay và mặn, order lâu, máy hay lỗi",2,"Đông vào cuối tuần, nhân viên tư vấn vị cay cho cả trẻ em, đồ ăn cay và mặn, order lâu, máy hay lỗi",vi,Negative
Thảo Nguyễn,"Gà ngon, sốt mù tạt mật ong siêu đỉnh luôn nhá. Không gian khá rộng nhưng lần nào đi cũng rất đônggg",5,"Gà ngon, sốt mù tạt mật ong siêu đỉnh luôn nhá. Không gian khá rộng nhưng lần nào đi cũng rất đônggg",vi,Positive
Ngọc Tuân Trần,"Quán đông, ngồi cũng không sạch sẽ (vì nó quá đông). Xếp hàng rất mất thời gian. Nên cân nhắc nếu ăn ở đây vào cuối tuần, vì vào ăn, như đi đánh trận.",3,"Quán đông, ngồi cũng không sạch sẽ (vì nó quá đông). Xếp hàng rất mất thời gian. Nên cân nhắc nếu ăn ở đây vào cuối tuần, vì vào ăn, như đi đánh trận.",vi,Neutral
Ducklings Systems Little House,Crowded and doesn't care about customers. Took 1 hour to receive an order of 2 fried chicken and 6 pieces chicken nuggets. Really?! 1 hour just for that order?!?! I understand if it's a big order but only 2 things yet it took you an hour? I didn't realize that fastfood means you have to wait for an hour to get your order. That's what fast means now. Very disappointed!,1,Đông đúc và không quan tâm đến khách hàng. Mất 1 tiếng mới nhận được đơn hàng 2 gà rán và 6 miếng gà viên. Thật sự?! 1 giờ chỉ cho đơn hàng đó?!?! Tôi hiểu nếu đó là một đơn hàng lớn nhưng chỉ có 2 việc thì bạn phải mất cả tiếng đồng hồ? Tôi đã không nhận ra rằng đồ ăn nhanh có nghĩa là bạn phải đợi cả tiếng đồng hồ mới nhận được món. Đó là ý nghĩa của nhanh bây giờ. Rất thất vọng!,en,Negative
cuong doan,Nhân viên mắt dậy thật,1,Nhân viên mắt dậy thật,vi,Negative
Linh Nguyễn,"Đã đặt ở quán rất nhiều lần nhưng lần này cực kì bực mình. Đơn giao thiếu đồ, gọi quán để xem lại thì k ai nghe máy, báo cáo đơn hàng trên app cũng ko thấy phản hồi",1,"Đã đặt ở quán rất nhiều lần nhưng lần này cực kì bực mình. Đơn giao thiếu đồ, gọi quán để xem lại thì k ai nghe máy, báo cáo đơn hàng trên app cũng ko thấy phản hồi",vi,Negative
Ricky Muchtar,I'm lovin' it,5,Tôi yêu nó,en,Positive
Genji M4,"Who won now, huh?",5,Bây giờ ai thắng hả?,en,Positive
Isaac A (Merp),"Felt like I had to try McDonald’s from a new country so I ordered a few items, it’s definitely terrible compared to the western McDonald’s. I don’t know what is inside these Vietnamese McDonald’s nuggets but it definitely is not chicken",3,"Cảm thấy như phải thử McDonald's từ một đất nước mới nên tôi đã đặt mua một vài món, nó chắc chắn rất tệ so với McDonald's phía Tây. Không biết bên trong những miếng cốm McDonald's Việt Nam này có gì nhưng chắc chắn không phải là thịt gà",en,Neutral
Pong Pong,맥날 좋아하는데 가격차이가 크진 않네여 그냥 똑같은데 사실.. 더 비싸도 가까웠다면 많이 갔을건데. 한식보다. 맥날 먹고 감동스러웠음 난,5,"Tôi thích McDonald's, nhưng chênh lệch giá không lớn lắm. Nó giống nhau. Thực ra... Tôi sẽ đi nhiều hơn nếu nó gần hơn, mặc dù nó đắt hơn. Ngon hơn đồ ăn Hàn Quốc. Tôi cảm động sau khi ăn McDonald's",ko,Positive
louisiana vlog,"하노이에서의 아침은 항상 맥도날드에서 !!
키오스크 주문 방식인데 신기한건 주문 영수증받고 현금을 카운터로가서 재결제해야되요. 매우 위험해 보이는 관리 시스템!!",5,"Bữa sáng ở Hà Nội luôn có ở McDonald's!!
Là phương thức đặt hàng tại ki-ốt nhưng điều thú vị là bạn phải nhận biên lai đặt hàng và đến quầy thanh toán bằng tiền mặt. Một hệ thống quản lý trông rất nguy hiểm!!",ko,Positive
Chase Your Dreams,"Very efficient, helpful staff, delicious and big sitting area to eat at the first floor 🌟🌟🌟🌟🌟 Great location near the Shopping complex",5,"Rất hiệu quả, nhân viên hữu ích, khu vực ngồi ăn ngon và rộng rãi ở tầng một 🌟🌟🌟🌟🌟 Vị trí tuyệt vời gần khu phức hợp mua sắm",en,Positive
ĐỨC PHƯỢNG Đại lý Trà Cung Đình Huế,bán các loại trà đặc sản vùng miền,5,bán các loại trà đặc sản vùng miền,vi,Positive
Roger Senn,Typical McD. The time we had been there they skipped table service due to personal shortage. Only two toilets. Needed to cue up.,3,McD điển hình Thời gian chúng tôi ở đó họ đã bỏ qua dịch vụ bàn do thiếu thốn cá nhân. Chỉ có hai nhà vệ sinh. Cần phải gợi ý.,en,Neutral
sing ll,Khá đông,4,Khá đông,vi,Positive
Dirk Swanepoel,"Seen them now 3 times give out the same order, to locals that ordered after us. 30min waiting period is a joke for fast food. Everytime you ask whats goung on. Wait 5 minutes. Joke",1,Đã thấy họ 3 lần đưa ra mệnh lệnh tương tự cho những người dân địa phương đã ra lệnh sau chúng tôi. Thời gian chờ đợi 30 phút là một trò đùa đối với đồ ăn nhanh. Mỗi khi bạn hỏi chuyện gì đang xảy ra. Đợi 5 phút. Câu nói đùa,en,Negative
Nguyen Hiep,Buổi sáng ko đông khách nhưng phục vụ siêu lâu. Thái độ nhân viên kém. Đưa thiếu đồ trong đơn đã đặt. Tệ hại,1,Buổi sáng ko đông khách nhưng phục vụ siêu lâu. Thái độ nhân viên kém. Đưa thiếu đồ trong đơn đã đặt. Tệ hại,vi,Negative
h lhr,Impossible de se faire livrer. Buzzy et commande annulée 5 fois,1,Không thể nhận được. Ồn ào và đơn hàng bị hủy 5 lần,fr,Negative
Dzung Luu,Terrible service,2,Dịch vụ khủng khiếp,en,Negative
Minh Anh Thu Nguyen,hồi xưa ăn thì ok nhưng dạo này cánh gà cứng với rất khô.,3,hồi xưa ăn thì ok nhưng dạo này cánh gà cứng với rất khô.,vi,Neutral
Nguyen Chi,Tôi phải chờ hơn 1h để đc phục vụ phần mà tôi đã thanh toán,3,Tôi phải chờ hơn 1h để được phục vụ phần mà tôi đã thanh toán,vi,Neutral
Duy Linh Phan,"Đông, ăn đc. Phục vụ nhanh",5,"Đông, ăn đc. Phục vụ nhanh",vi,Positive
Huy Anh,Vào lấy đồ lâu bỏ mẹ,5,Vào lấy đồ lâu bỏ mẹ,vi,Positive
Kiên Lê Trung,"Cửa hàng đông khách. Order và thanh toán dễ dàng. Chờ đồ hơi lâu.

Chất lượng đồ ăn, đồ uống tốt.",5,"Cửa hàng đông khách. Order và thanh toán dễ dàng. Chờ đồ hơi lâu.

Chất lượng đồ ăn, đồ uống tốt.",vi,Positive
Nhung Đỗ Hồng,"Một địa điểm nổi bật trong các chuỗi thương hiệu đồ ăn nhanh! Phong cách phục vụ, cơ sở vật chất, vị trí chỗ ngồi, đồ chấm kèm theo, ... tất cả đều đúng chuẩn chất lượng thế giới.
Gà rán ngoài giòn trong mềm, đậm đà. Khoai tây chiên đậm vị khoai, ăn nóng rất ngon ngậy.
Có hẳn 4 loại nước sốt chấm: tương cà, tương ớt, tương ớt tỏi, sốt mayonnaise ( vô cùng ngậy).
Nay muốn vào để lấy đồ chơi trẻ em, con Tom & Jerry, ấy mà hết, có đồ chơi khác cũng vui ko kém.",5,"Một địa điểm nổi bật trong các chuỗi thương hiệu đồ ăn nhanh! Phong cách phục vụ, cơ sở vật chất, vị trí chỗ ngồi, đồ chấm kèm theo, ... tất cả đều đúng chuẩn chất lượng thế giới.
Gà rán ngoài giòn trong mềm, đậm đà. Khoai tây chiên đậm vị khoai, ăn nóng rất ngon ngậy.
Có hẳn 4 loại nước sốt chấm: tương cà, tương ớt, tương ớt tỏi, sốt mayonnaise ( vô cùng ngậy).
Nay muốn vào để lấy đồ chơi trẻ em, con Tom & Jerry, ấy mà hết, có đồ chơi khác cũng vui ko kém.",vi,Positive
윌남꿀주먹,Macdonald,4,Macdonald,en,Positive
Hoang Phat Nguyen,"Nhiều lựa chọn, vị trí rất đẹp",5,"Nhiều lựa chọn, vị trí rất đẹp",vi,Positive
Hiệp Hiên GPDN,"Chuỗi kinh doanh toàn cầu(?) Trả đơn nhầm tên. Có biển đề thanh toán chống dịch nhưng KHÔNG nhận tiền chuyển khoản, KHÔNG nhận thanh toán Momo, KHÔNG nhận thanh toán thẻ. Nhân viên có vui vẻ nhưng thiếu chuyên nghiệp",1,"Chuỗi kinh doanh toàn cầu(?) Trả đơn nhầm tên. Có biển đề thanh toán chống dịch nhưng KHÔNG nhận tiền chuyển khoản, KHÔNG nhận thanh toán Momo, KHÔNG nhận thanh toán thẻ. Nhân viên có vui vẻ nhưng thiếu chuyên nghiệp",vi,Negative
Mario Dang,Đồ ăn ngon...phong cách phục vụ nhiệt tình và tốt....1 địa điểm ok để ăn uống và check in.,5,Đồ ăn ngon...phong cách phục vụ nhiệt tình và tốt....1 địa điểm ok để ăn uống và check in.,vi,Positive
박동혁,여긴 미쳤다,5,Nơi này thật điên rồ,ko,Positive
Nguyễn Văn Đức,"Rất thuận tiện, đồ ăn ngon.",5,"Rất thuận tiện, đồ ăn ngon.",vi,Positive
Hoi Ngo,"Chất lượng phục vụ quá kém, hôm nay tôi đặt bữa sáng mà nhân viên lại đưa kem trước, đứng đợi tới kem tan chảy ra tay vẫn chưa đưa nốt những đồ còn lại, cũng kệ đấy không đưa giấy ăn cho khách.

Mc Muffin cũng quên đưa muối và tiêu cho khách, vấn đề này nói bao nhiêu lần rồi mà lần nào cũng quên. Lần trước tôi đã mắng cho rồi tôi nghĩ họ sẽ không quên nữa, ai ngờ đem đồ về mới biết là đưa thiếu.

Nói chung quá thiếu chuyên nghiệp.",1,"Chất lượng phục vụ quá kém, hôm nay tôi đặt bữa sáng mà nhân viên lại đưa kem trước, đứng đợi tới kem tan chảy ra tay vẫn chưa đưa nốt những đồ còn lại, cũng kệ đấy không đưa giấy ăn cho khách.

Mc Muffin cũng quên đưa muối và tiêu cho khách, vấn đề này nói bao nhiêu lần rồi mà lần nào cũng quên. Lần trước tôi đã mắng cho rồi tôi nghĩ họ sẽ không quên nữa, ai ngờ đem đồ về mới biết là đưa thiếu.

Nói chung quá thiếu chuyên nghiệp.",vi,Negative
Dũng Trần,Ăn đợt mới nới lỏng giãn cách nên cũng bình thường,4,Ăn đợt mới nới lỏng giãn cách nên cũng bình thường,vi,Positive
WindGod Hoang,View ổn đồ ăn ngon.,4,View ổn đồ ăn ngon.,vi,Positive
Matthew May,"I don't care what you say, I love a maccies now and again",5,"Tôi không quan tâm bạn nói gì, tôi yêu Maccies nhiều lần",en,Positive
Giang Nguyễn Hương,"Dịch vụ quá chậm,  Tôi  tên Nguyễn Hương Giang,    hôm nay  khoảng 14h  ngày 2/2 /2022 có đến Mac donald  Hồ Gươm 2 P Hàng Bài Hoàn Kiếm Hà Nội, gọi combo 179k  + 1 chai  nước lọc Dasani,  + 1 sữa th true milk,  + 1 ngô tách hạt  = tổng 278k,  trả tiền mặt sau khi oder trên bảng thì được số xếp hàng là 82, trả tiền xong,  được số 182,  nhưng  Tôi chờ mãi không có số 182 trên bảng trả đồ ăn,  Tôi hỏi nhân viên thì họ cau có nhăn nhó,  bảo:..."" chờ, chờ đi "" Tôi thấy rất nhiều số,  người đến sau Tôi, đã ăn xong, đi về,  Thế thì mac donald  cho phép chen cả người sau lên người trước,  đồ ăn combo 179k  thì cắt xẻo,  ăn bớt,  thiếu cả khoai tây chiên, thiếu cả 2 cốc coca co la của Tôi. Mac donald  có camera rất nhiều, sao Tôi có thể nói dối, nói sai được",1,"Dịch vụ quá chậm,  Tôi  tên Nguyễn Hương Giang,    hôm nay  khoảng 14h  ngày 2/2 /2022 có đến Mac donald  Hồ Gươm 2 P Hàng Bài Hoàn Kiếm Hà Nội, gọi combo 179k  + 1 chai  nước lọc Dasani,  + 1 sữa th true milk,  + 1 ngô tách hạt  = tổng 278k,  trả tiền mặt sau khi oder trên bảng thì được số xếp hàng là 82, trả tiền xong,  được số 182,  nhưng  Tôi chờ mãi không có số 182 trên bảng trả đồ ăn,  Tôi hỏi nhân viên thì họ cau có nhăn nhó,  bảo:..."" chờ, chờ đi "" Tôi thấy rất nhiều số,  người đến sau Tôi, đã ăn xong, đi về,  Thế thì mac donald  cho phép chen cả người sau lên người trước,  đồ ăn combo 179k  thì cắt xẻo,  ăn bớt,  thiếu cả khoai tây chiên, thiếu cả 2 cốc coca co la của Tôi. Mac donald  có camera rất nhiều, sao Tôi có thể nói dối, nói sai được",vi,Negative
